Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,meetings_per_hour
Marketing,32,14,2,3,0,Neutral,1,,1,0.4375
Designer,41,4,3,2,1,Unsatisfied,2,2.0,2,0.0975609756097561
Project Manager,34,14,2,2,0,Neutral,4,1.0,1,0.4117647058823529
HR,41,8,3,1,0,Neutral,2,2.0,2,0.1951219512195122
Sales,55,9,3,2,1,Satisfied,4,,1,0.16363636363636364
Designer,50,8,2,3,1,Neutral,4,,1,0.16
Project Manager,25,9,1,3,0,Unsatisfied,2,1.0,2,0.36
Sales,21,12,3,2,1,Neutral,5,,2,0.5714285714285714
Sales,44,11,5,3,0,Neutral,3,2.0,1,0.25
Sales,28,0,5,3,1,Neutral,3,1.0,3,0.0
Software Engineer,54,8,5,2,0,Satisfied,1,1.0,1,0.14814814814814814
Project Manager,55,12,3,2,0,Satisfied,3,,2,0.21818181818181817
Marketing,26,10,5,2,0,Unsatisfied,1,1.0,3,0.38461538461538464
HR,41,7,5,1,0,Neutral,4,2.0,2,0.17073170731707318
Sales,50,4,4,1,1,Satisfied,5,,1,0.08
Project Manager,55,12,2,2,1,Neutral,5,1.0,2,0.21818181818181817
Marketing,22,2,3,2,0,Satisfied,5,1.0,3,0.09090909090909091
Data Scientist,33,11,5,1,0,Unsatisfied,1,2.0,2,0.3333333333333333
Project Manager,21,4,1,3,0,Neutral,1,,1,0.19047619047619047
Designer,28,13,2,2,0,Neutral,5,2.0,3,0.4642857142857143
Data Scientist,22,6,5,3,1,Satisfied,3,1.0,3,0.2727272727272727
HR,58,14,4,3,1,Neutral,2,2.0,1,0.2413793103448276
Project Manager,39,0,4,1,0,Satisfied,1,2.0,2,0.0
Data Scientist,35,15,2,1,0,Neutral,2,1.0,1,0.42857142857142855
Designer,56,3,3,3,1,Unsatisfied,1,1.0,1,0.05357142857142857
Data Scientist,29,13,4,2,0,Unsatisfied,1,2.0,2,0.4482758620689655
HR,24,0,4,3,0,Neutral,1,,3,0.0
Project Manager,60,4,3,3,1,Satisfied,3,,2,0.06666666666666667
HR,31,9,4,1,0,Satisfied,1,2.0,1,0.2903225806451613
Data Scientist,50,10,1,1,0,Satisfied,5,1.0,1,0.2
Project Manager,27,14,2,2,0,Unsatisfied,3,1.0,3,0.5185185185185185
Software Engineer,43,3,2,2,0,Unsatisfied,4,2.0,3,0.06976744186046512
Designer,30,3,5,2,1,Unsatisfied,2,2.0,3,0.1
Sales,26,15,1,2,1,Neutral,3,,2,0.5769230769230769
Project Manager,47,7,1,2,0,Satisfied,1,1.0,2,0.14893617021276595
Data Scientist,56,14,3,2,0,Satisfied,5,2.0,1,0.25
Sales,30,15,4,1,0,Satisfied,5,,1,0.5
Sales,26,12,4,3,0,Unsatisfied,3,2.0,3,0.46153846153846156
HR,47,10,2,2,0,Unsatisfied,5,2.0,1,0.2127659574468085
HR,38,7,4,3,0,Neutral,4,1.0,3,0.18421052631578946
Marketing,49,0,2,2,1,Neutral,1,2.0,1,0.0
HR,49,0,1,2,1,Satisfied,2,1.0,1,0.0
Marketing,37,11,1,2,1,Satisfied,3,,3,0.2972972972972973
Project Manager,24,13,2,3,0,Unsatisfied,4,,2,0.5416666666666666
Marketing,53,0,5,2,1,Neutral,1,2.0,1,0.0
Sales,33,14,2,2,1,Neutral,5,1.0,3,0.42424242424242425
Software Engineer,41,13,1,2,1,Neutral,1,2.0,2,0.3170731707317073
Sales,31,15,2,1,1,Neutral,3,1.0,2,0.4838709677419355
Sales,29,4,4,1,1,Satisfied,5,,2,0.13793103448275862
Project Manager,33,7,1,3,1,Neutral,1,2.0,2,0.21212121212121213
Sales,58,8,5,3,1,Satisfied,5,2.0,1,0.13793103448275862
Project Manager,42,12,3,3,1,Unsatisfied,2,,2,0.2857142857142857
Marketing,23,15,3,3,0,Unsatisfied,1,2.0,1,0.6521739130434783
Project Manager,28,4,5,3,1,Neutral,2,1.0,1,0.14285714285714285
Designer,41,10,2,1,0,Neutral,1,,1,0.24390243902439024
Data Scientist,33,9,5,3,1,Satisfied,2,2.0,1,0.2727272727272727
Marketing,46,13,2,2,1,Satisfied,3,2.0,3,0.2826086956521739
HR,25,9,4,3,0,Unsatisfied,1,1.0,3,0.36
Project Manager,55,1,2,2,1,Neutral,1,1.0,3,0.01818181818181818
Sales,53,4,4,3,1,Satisfied,3,2.0,2,0.07547169811320754
Software Engineer,47,10,1,2,0,Neutral,1,,2,0.2127659574468085
Data Scientist,35,14,2,1,0,Satisfied,4,2.0,3,0.4
HR,39,8,4,1,1,Neutral,5,1.0,1,0.20512820512820512
Designer,34,12,1,3,1,Unsatisfied,5,,2,0.35294117647058826
HR,27,9,5,3,0,Unsatisfied,1,1.0,1,0.3333333333333333
Software Engineer,22,4,3,1,0,Neutral,4,,1,0.18181818181818182
Designer,48,1,2,1,1,Unsatisfied,1,2.0,3,0.020833333333333332
Sales,52,3,5,1,0,Unsatisfied,3,2.0,1,0.057692307692307696
Project Manager,40,5,3,2,0,Satisfied,2,1.0,1,0.125
HR,41,7,1,1,0,Unsatisfied,5,,2,0.17073170731707318
Project Manager,56,15,1,3,1,Unsatisfied,4,,1,0.26785714285714285
Data Scientist,57,9,5,1,1,Satisfied,5,1.0,3,0.15789473684210525
Data Scientist,36,5,3,3,0,Satisfied,5,2.0,3,0.1388888888888889
Data Scientist,32,5,4,1,1,Unsatisfied,1,2.0,2,0.15625
Marketing,32,7,4,2,0,Unsatisfied,3,1.0,3,0.21875
Data Scientist,58,14,3,1,0,Satisfied,4,,2,0.2413793103448276
Sales,59,15,4,1,0,Satisfied,1,2.0,1,0.2542372881355932
HR,22,3,3,2,1,Neutral,5,1.0,1,0.13636363636363635
Sales,49,10,2,2,1,Unsatisfied,3,,2,0.20408163265306123
Marketing,42,14,3,3,0,Satisfied,3,2.0,1,0.3333333333333333
Sales,20,5,5,1,1,Unsatisfied,3,,2,0.25
Project Manager,22,5,2,2,0,Satisfied,2,,1,0.22727272727272727
Designer,48,1,5,2,0,Neutral,2,,3,0.020833333333333332
Designer,20,1,1,3,0,Satisfied,3,,2,0.05
HR,24,8,3,1,0,Satisfied,5,2.0,1,0.3333333333333333
Sales,22,9,4,3,1,Unsatisfied,2,,1,0.4090909090909091
Marketing,58,4,1,3,0,Unsatisfied,2,,2,0.06896551724137931
Project Manager,58,2,2,2,1,Neutral,2,,2,0.034482758620689655
Project Manager,27,9,1,2,1,Satisfied,1,1.0,1,0.3333333333333333
HR,40,13,1,1,1,Satisfied,1,1.0,2,0.325
Sales,24,14,4,1,1,Unsatisfied,3,2.0,1,0.5833333333333334
Sales,43,7,2,1,0,Neutral,2,2.0,3,0.16279069767441862
HR,50,9,2,3,0,Neutral,2,2.0,2,0.18
Designer,30,14,3,2,1,Satisfied,1,1.0,2,0.4666666666666667
Sales,35,15,2,2,0,Unsatisfied,2,,1,0.42857142857142855
Marketing,37,13,2,1,1,Satisfied,5,,1,0.35135135135135137
Project Manager,51,9,3,1,1,Satisfied,5,1.0,1,0.17647058823529413
Marketing,54,11,2,1,0,Unsatisfied,4,2.0,2,0.2037037037037037
Designer,58,15,4,3,0,Satisfied,2,,3,0.25862068965517243
Sales,36,1,1,1,1,Unsatisfied,5,,3,0.027777777777777776
Project Manager,53,10,4,1,1,Unsatisfied,1,1.0,1,0.18867924528301888
Software Engineer,56,12,2,3,0,Neutral,5,2.0,2,0.21428571428571427
Sales,27,4,2,2,1,Unsatisfied,1,1.0,1,0.14814814814814814
Marketing,20,11,3,2,1,Neutral,3,1.0,1,0.55
Project Manager,25,14,2,1,0,Satisfied,3,1.0,2,0.56
Data Scientist,33,14,1,1,0,Satisfied,5,,2,0.42424242424242425
Software Engineer,35,5,5,1,0,Neutral,2,1.0,1,0.14285714285714285
Project Manager,34,4,1,1,0,Neutral,4,1.0,3,0.11764705882352941
Designer,21,5,1,1,0,Neutral,4,,1,0.23809523809523808
Sales,21,2,3,1,1,Unsatisfied,1,2.0,1,0.09523809523809523
Designer,29,8,5,2,1,Unsatisfied,3,,3,0.27586206896551724
Project Manager,33,5,2,3,0,Satisfied,5,,3,0.15151515151515152
Sales,42,11,4,3,1,Neutral,3,1.0,1,0.2619047619047619
Designer,38,7,1,2,1,Neutral,3,1.0,2,0.18421052631578946
Marketing,40,4,1,3,1,Unsatisfied,5,,2,0.1
Software Engineer,24,4,4,2,0,Neutral,5,2.0,3,0.16666666666666666
HR,28,4,2,1,1,Neutral,2,,2,0.14285714285714285
Designer,57,7,4,2,1,Unsatisfied,3,1.0,3,0.12280701754385964
Data Scientist,41,13,4,1,1,Neutral,2,2.0,3,0.3170731707317073
Software Engineer,40,13,4,1,0,Unsatisfied,5,2.0,1,0.325
Project Manager,47,3,3,2,1,Neutral,3,2.0,2,0.06382978723404255
Data Scientist,53,2,5,1,0,Unsatisfied,1,,3,0.03773584905660377
Data Scientist,27,13,1,3,0,Unsatisfied,5,1.0,2,0.48148148148148145
Software Engineer,33,13,3,3,0,Unsatisfied,2,,2,0.3939393939393939
Sales,50,3,3,1,0,Satisfied,5,2.0,2,0.06
Software Engineer,40,5,3,1,0,Neutral,4,2.0,2,0.125
Software Engineer,56,8,4,2,0,Satisfied,4,2.0,2,0.14285714285714285
Sales,29,15,1,1,1,Satisfied,5,,1,0.5172413793103449
Designer,27,1,1,2,0,Unsatisfied,2,,2,0.037037037037037035
HR,55,11,1,2,1,Neutral,5,2.0,3,0.2
Sales,28,14,2,2,0,Neutral,1,1.0,1,0.5
HR,59,12,4,1,1,Satisfied,4,1.0,1,0.2033898305084746
Designer,40,1,2,3,1,Satisfied,5,2.0,2,0.025
Marketing,38,13,3,1,1,Neutral,5,2.0,2,0.34210526315789475
Data Scientist,37,13,4,2,1,Unsatisfied,3,,3,0.35135135135135137
Project Manager,36,0,1,2,1,Unsatisfied,5,,2,0.0
Designer,55,11,1,1,0,Neutral,5,,1,0.2
HR,47,10,2,1,1,Neutral,3,2.0,3,0.2127659574468085
Data Scientist,51,14,4,2,0,Neutral,5,1.0,3,0.27450980392156865
Project Manager,42,14,5,1,1,Satisfied,4,1.0,1,0.3333333333333333
Designer,45,6,3,3,1,Neutral,4,2.0,2,0.13333333333333333
HR,46,4,5,1,1,Unsatisfied,3,2.0,1,0.08695652173913043
Data Scientist,60,0,1,2,1,Neutral,4,2.0,2,0.0
Software Engineer,45,2,3,2,0,Unsatisfied,5,2.0,3,0.044444444444444446
Project Manager,33,11,2,2,1,Satisfied,3,1.0,1,0.3333333333333333
Designer,44,2,2,2,0,Unsatisfied,4,,2,0.045454545454545456
Software Engineer,24,0,2,1,1,Unsatisfied,1,1.0,1,0.0
Project Manager,28,4,3,3,1,Unsatisfied,5,1.0,3,0.14285714285714285
Software Engineer,56,1,3,2,0,Unsatisfied,3,1.0,3,0.017857142857142856
Project Manager,22,5,2,2,1,Satisfied,1,2.0,1,0.22727272727272727
Marketing,34,4,3,3,0,Satisfied,5,1.0,2,0.11764705882352941
Software Engineer,34,1,3,3,0,Unsatisfied,3,2.0,3,0.029411764705882353
Designer,55,8,1,3,1,Unsatisfied,5,2.0,1,0.14545454545454545
Designer,20,15,3,2,0,Satisfied,5,,1,0.75
Sales,53,7,3,1,0,Unsatisfied,1,,2,0.1320754716981132
Marketing,31,3,5,3,1,Unsatisfied,5,2.0,2,0.0967741935483871
Software Engineer,51,10,1,3,1,Neutral,4,1.0,1,0.19607843137254902
Marketing,33,3,5,2,1,Neutral,1,2.0,2,0.09090909090909091
HR,46,0,3,2,1,Unsatisfied,3,2.0,1,0.0
Marketing,32,4,3,1,0,Satisfied,3,,3,0.125
Project Manager,25,11,4,3,0,Neutral,1,2.0,2,0.44
Marketing,43,14,2,3,0,Neutral,4,2.0,1,0.32558139534883723
Data Scientist,42,1,4,2,0,Unsatisfied,3,1.0,2,0.023809523809523808
Data Scientist,49,10,5,2,0,Satisfied,5,1.0,3,0.20408163265306123
Designer,50,2,3,2,0,Unsatisfied,5,,2,0.04
Software Engineer,44,6,1,1,1,Unsatisfied,3,2.0,1,0.13636363636363635
HR,32,6,4,1,1,Unsatisfied,2,1.0,3,0.1875
Designer,51,3,3,2,1,Satisfied,5,,1,0.058823529411764705
Marketing,51,6,3,2,1,Unsatisfied,5,1.0,2,0.11764705882352941
Designer,55,8,4,2,1,Unsatisfied,4,,2,0.14545454545454545
Project Manager,26,12,3,3,1,Neutral,3,2.0,1,0.46153846153846156
Designer,58,12,2,3,1,Unsatisfied,1,2.0,3,0.20689655172413793
Sales,44,6,3,3,0,Satisfied,1,1.0,1,0.13636363636363635
HR,39,11,4,3,1,Satisfied,1,2.0,1,0.28205128205128205
Project Manager,39,0,4,3,0,Neutral,3,1.0,3,0.0
Project Manager,45,1,5,1,1,Unsatisfied,2,1.0,3,0.022222222222222223
HR,57,13,4,3,0,Satisfied,5,2.0,1,0.22807017543859648
Designer,48,4,1,1,1,Neutral,3,,3,0.08333333333333333
Sales,30,2,3,1,1,Unsatisfied,3,,1,0.06666666666666667
HR,27,11,3,2,0,Satisfied,4,1.0,1,0.4074074074074074
Software Engineer,25,9,5,2,1,Neutral,1,1.0,2,0.36
Project Manager,25,14,5,3,1,Unsatisfied,4,2.0,1,0.56
HR,39,9,2,2,1,Satisfied,4,1.0,3,0.23076923076923078
Sales,31,6,5,1,0,Unsatisfied,5,1.0,3,0.1935483870967742
Software Engineer,23,6,2,3,1,Neutral,1,1.0,1,0.2608695652173913
Sales,39,9,4,1,0,Satisfied,1,,1,0.23076923076923078
Project Manager,39,10,2,3,0,Satisfied,5,2.0,3,0.2564102564102564
Sales,27,11,1,2,1,Satisfied,1,,1,0.4074074074074074
HR,45,12,5,3,1,Satisfied,4,,2,0.26666666666666666
Project Manager,23,0,5,3,1,Neutral,4,,3,0.0
Software Engineer,39,3,1,3,1,Unsatisfied,2,2.0,3,0.07692307692307693
Designer,27,6,2,3,1,Satisfied,2,1.0,2,0.2222222222222222
Sales,27,8,3,2,0,Satisfied,3,2.0,3,0.2962962962962963
Software Engineer,33,5,1,2,1,Unsatisfied,4,,3,0.15151515151515152
Marketing,44,8,2,2,0,Neutral,1,,1,0.18181818181818182
Software Engineer,45,0,4,2,1,Satisfied,3,,3,0.0
Project Manager,46,6,2,2,1,Satisfied,4,,2,0.13043478260869565
Designer,40,0,3,3,1,Unsatisfied,5,,3,0.0
Sales,25,10,4,3,0,Satisfied,4,1.0,2,0.4
Project Manager,29,4,3,1,0,Unsatisfied,1,,1,0.13793103448275862
HR,22,13,4,1,0,Neutral,4,1.0,1,0.5909090909090909
Marketing,27,3,5,3,1,Satisfied,5,2.0,2,0.1111111111111111
Marketing,59,2,5,2,1,Unsatisfied,3,2.0,2,0.03389830508474576
HR,57,10,1,2,1,Unsatisfied,4,1.0,2,0.17543859649122806
HR,34,0,1,2,0,Neutral,1,,1,0.0
Data Scientist,20,2,1,1,0,Neutral,4,,1,0.1
Sales,20,5,3,1,0,Neutral,1,2.0,3,0.25
Sales,57,14,5,1,1,Unsatisfied,2,2.0,1,0.24561403508771928
Software Engineer,53,2,3,1,0,Satisfied,2,2.0,2,0.03773584905660377
Designer,24,8,5,2,0,Satisfied,5,1.0,3,0.3333333333333333
Designer,40,15,4,1,0,Satisfied,2,1.0,2,0.375
Project Manager,49,11,5,1,0,Unsatisfied,4,2.0,2,0.22448979591836735
Marketing,44,14,3,2,1,Neutral,5,1.0,2,0.3181818181818182
Sales,53,13,2,2,1,Unsatisfied,3,2.0,3,0.24528301886792453
Project Manager,28,0,5,3,1,Neutral,3,,3,0.0
Sales,53,7,1,3,0,Unsatisfied,3,2.0,1,0.1320754716981132
Designer,54,9,2,2,1,Unsatisfied,1,,3,0.16666666666666666
Designer,23,10,5,1,0,Unsatisfied,5,1.0,3,0.43478260869565216
HR,45,12,4,3,0,Unsatisfied,4,2.0,1,0.26666666666666666
Marketing,59,5,5,2,1,Neutral,3,2.0,3,0.0847457627118644
Software Engineer,20,1,1,1,1,Neutral,5,1.0,1,0.05
Designer,26,11,1,1,1,Neutral,1,2.0,3,0.4230769230769231
Marketing,47,6,3,3,0,Neutral,1,,1,0.1276595744680851
Project Manager,37,3,1,2,0,Satisfied,1,1.0,1,0.08108108108108109
Data Scientist,25,10,3,3,1,Satisfied,3,1.0,2,0.4
Sales,38,11,4,3,0,Satisfied,3,1.0,2,0.2894736842105263
Sales,23,0,1,3,1,Unsatisfied,4,2.0,2,0.0
Designer,49,13,5,1,1,Satisfied,4,,2,0.2653061224489796
Sales,44,6,3,3,0,Neutral,2,,2,0.13636363636363635
Marketing,34,13,3,3,1,Unsatisfied,1,1.0,3,0.38235294117647056
Software Engineer,36,2,5,2,1,Satisfied,5,1.0,3,0.05555555555555555
Marketing,44,15,4,3,1,Unsatisfied,3,1.0,1,0.3409090909090909
HR,27,10,3,2,0,Neutral,1,2.0,1,0.37037037037037035
Marketing,54,15,4,2,0,Satisfied,3,,2,0.2777777777777778
Sales,46,9,2,3,1,Unsatisfied,4,,1,0.1956521739130435
Sales,60,11,4,2,0,Unsatisfied,3,2.0,3,0.18333333333333332
Sales,27,15,3,2,0,Unsatisfied,4,,1,0.5555555555555556
Marketing,45,7,1,2,0,Satisfied,2,,1,0.15555555555555556
Sales,36,13,4,3,0,Unsatisfied,4,1.0,2,0.3611111111111111
Software Engineer,42,14,2,1,0,Satisfied,4,2.0,2,0.3333333333333333
HR,27,1,5,3,0,Unsatisfied,4,1.0,1,0.037037037037037035
Software Engineer,28,5,3,3,0,Neutral,3,,1,0.17857142857142858
Project Manager,56,15,5,1,1,Unsatisfied,1,1.0,1,0.26785714285714285
Designer,22,11,5,2,0,Neutral,5,,1,0.5
Designer,23,5,5,3,1,Unsatisfied,1,,3,0.21739130434782608
HR,53,2,4,3,1,Satisfied,2,1.0,1,0.03773584905660377
Project Manager,38,6,1,1,0,Unsatisfied,1,,1,0.15789473684210525
Software Engineer,47,8,2,2,1,Satisfied,3,,3,0.1702127659574468
Marketing,51,14,1,1,1,Unsatisfied,1,2.0,3,0.27450980392156865
Data Scientist,48,6,1,3,1,Satisfied,3,2.0,2,0.125
Designer,28,13,4,1,1,Unsatisfied,4,,2,0.4642857142857143
Project Manager,49,14,5,1,0,Satisfied,4,1.0,1,0.2857142857142857
Designer,56,1,2,2,1,Unsatisfied,4,,2,0.017857142857142856
Sales,38,1,3,3,1,Unsatisfied,3,,1,0.02631578947368421
Marketing,46,0,3,1,0,Neutral,1,1.0,3,0.0
Project Manager,32,3,1,3,0,Unsatisfied,3,2.0,2,0.09375
Software Engineer,52,1,2,3,0,Neutral,2,2.0,2,0.019230769230769232
Sales,48,13,1,1,1,Unsatisfied,3,,3,0.2708333333333333
Software Engineer,38,0,3,3,0,Unsatisfied,4,1.0,3,0.0
Software Engineer,25,2,3,3,1,Satisfied,1,2.0,3,0.08
Sales,27,10,5,1,1,Satisfied,2,,1,0.37037037037037035
Data Scientist,28,3,2,3,0,Unsatisfied,5,,1,0.10714285714285714
Designer,36,6,5,1,1,Satisfied,1,2.0,1,0.16666666666666666
Marketing,53,3,1,2,1,Neutral,4,,1,0.05660377358490566
Project Manager,54,15,3,2,1,Satisfied,2,,3,0.2777777777777778
Sales,39,3,3,2,1,Satisfied,5,1.0,2,0.07692307692307693
Designer,47,8,1,2,1,Unsatisfied,5,,2,0.1702127659574468
HR,60,1,3,3,1,Satisfied,4,,3,0.016666666666666666
Designer,37,1,3,1,0,Satisfied,4,1.0,3,0.02702702702702703
Marketing,33,10,3,1,0,Satisfied,5,1.0,3,0.30303030303030304
Sales,27,13,5,1,0,Satisfied,3,1.0,3,0.48148148148148145
Software Engineer,39,6,4,1,1,Unsatisfied,5,2.0,2,0.15384615384615385
HR,45,0,2,2,1,Satisfied,5,1.0,1,0.0
Project Manager,57,5,1,1,0,Unsatisfied,4,2.0,2,0.08771929824561403
Data Scientist,27,9,3,3,1,Neutral,5,2.0,3,0.3333333333333333
Software Engineer,44,5,2,3,1,Satisfied,1,1.0,1,0.11363636363636363
Designer,25,3,5,3,1,Neutral,4,,2,0.12
Software Engineer,46,5,1,2,0,Unsatisfied,4,2.0,3,0.10869565217391304
Marketing,51,12,1,1,1,Neutral,2,,1,0.23529411764705882
HR,55,5,5,1,1,Satisfied,4,1.0,3,0.09090909090909091
Software Engineer,54,14,4,3,1,Neutral,3,2.0,3,0.25925925925925924
Software Engineer,34,11,3,3,1,Satisfied,3,,1,0.3235294117647059
Designer,32,9,1,1,1,Satisfied,1,,2,0.28125
Software Engineer,23,10,5,1,0,Satisfied,5,2.0,3,0.43478260869565216
Sales,22,8,1,3,0,Unsatisfied,5,2.0,3,0.36363636363636365
Marketing,36,2,1,3,1,Unsatisfied,3,2.0,1,0.05555555555555555
Project Manager,50,3,5,1,0,Neutral,1,1.0,1,0.06
HR,36,13,5,3,1,Neutral,2,1.0,3,0.3611111111111111
Data Scientist,39,13,4,2,0,Neutral,3,1.0,3,0.3333333333333333
Sales,32,15,5,2,1,Unsatisfied,4,1.0,3,0.46875
Marketing,53,10,2,1,0,Neutral,2,2.0,3,0.18867924528301888
Software Engineer,57,12,5,2,1,Unsatisfied,4,1.0,3,0.21052631578947367
Designer,25,12,4,3,1,Satisfied,2,1.0,1,0.48
Sales,25,6,3,2,1,Unsatisfied,1,,1,0.24
Sales,25,7,2,1,0,Neutral,2,1.0,1,0.28
HR,52,3,4,3,0,Satisfied,2,2.0,1,0.057692307692307696
Sales,44,15,2,2,1,Unsatisfied,2,2.0,2,0.3409090909090909
Sales,27,7,1,3,0,Neutral,5,2.0,2,0.25925925925925924
Software Engineer,37,15,2,2,1,Neutral,3,1.0,1,0.40540540540540543
HR,39,15,3,2,1,Satisfied,3,,2,0.38461538461538464
Data Scientist,40,7,4,2,0,Unsatisfied,1,1.0,2,0.175
Project Manager,60,5,5,3,0,Satisfied,3,2.0,1,0.08333333333333333
Data Scientist,53,15,4,2,1,Neutral,4,2.0,2,0.2830188679245283
Sales,35,8,5,2,1,Satisfied,4,,1,0.22857142857142856
Sales,44,0,4,2,0,Neutral,2,,2,0.0
Data Scientist,60,5,1,2,0,Satisfied,2,,3,0.08333333333333333
Sales,27,14,2,3,1,Unsatisfied,4,,2,0.5185185185185185
Data Scientist,39,1,4,1,0,Unsatisfied,2,1.0,3,0.02564102564102564
Data Scientist,31,1,3,1,0,Satisfied,1,2.0,2,0.03225806451612903
Marketing,25,0,4,3,1,Neutral,2,2.0,2,0.0
Software Engineer,21,10,1,2,1,Satisfied,4,1.0,3,0.47619047619047616
Marketing,49,7,3,2,1,Satisfied,3,,3,0.14285714285714285
Designer,54,10,3,1,0,Neutral,5,2.0,1,0.18518518518518517
HR,56,6,5,2,0,Unsatisfied,3,2.0,2,0.10714285714285714
HR,57,6,5,1,1,Unsatisfied,1,2.0,2,0.10526315789473684
Software Engineer,43,1,3,1,1,Unsatisfied,1,1.0,1,0.023255813953488372
Marketing,59,9,5,2,0,Neutral,3,,1,0.15254237288135594
HR,44,4,1,2,0,Satisfied,1,1.0,1,0.09090909090909091
Project Manager,24,13,1,3,0,Neutral,2,1.0,1,0.5416666666666666
Designer,60,12,3,2,0,Unsatisfied,5,2.0,3,0.2
Data Scientist,28,6,3,3,0,Satisfied,5,1.0,3,0.21428571428571427
Designer,42,15,3,2,0,Satisfied,3,2.0,1,0.35714285714285715
Designer,26,9,2,3,0,Neutral,3,,2,0.34615384615384615
HR,28,12,1,2,1,Unsatisfied,1,1.0,1,0.42857142857142855
Project Manager,45,4,1,2,1,Neutral,4,,2,0.08888888888888889
Marketing,37,2,2,1,0,Satisfied,3,,3,0.05405405405405406
Designer,31,12,3,1,1,Satisfied,2,,2,0.3870967741935484
Software Engineer,22,10,2,2,0,Neutral,4,,2,0.45454545454545453
Project Manager,48,0,4,2,1,Unsatisfied,1,1.0,2,0.0
Designer,55,9,3,1,0,Neutral,4,,2,0.16363636363636364
Project Manager,60,15,4,3,1,Satisfied,1,,3,0.25
HR,40,12,3,3,0,Satisfied,5,,2,0.3
Software Engineer,30,9,4,1,1,Neutral,4,2.0,1,0.3
Designer,54,9,3,3,0,Neutral,3,1.0,1,0.16666666666666666
Sales,44,7,1,3,0,Neutral,5,2.0,1,0.1590909090909091
Software Engineer,43,5,5,2,1,Satisfied,5,,2,0.11627906976744186
Designer,35,7,4,3,1,Unsatisfied,5,2.0,3,0.2
Software Engineer,27,0,1,3,0,Unsatisfied,3,,2,0.0
Software Engineer,57,14,3,2,0,Neutral,1,1.0,2,0.24561403508771928
Data Scientist,35,9,2,3,1,Satisfied,3,,1,0.2571428571428571
Designer,26,6,5,1,1,Satisfied,1,,2,0.23076923076923078
Designer,38,8,2,2,1,Unsatisfied,4,1.0,3,0.21052631578947367
HR,54,14,5,1,0,Neutral,1,,2,0.25925925925925924
Marketing,37,13,4,2,1,Neutral,5,,3,0.35135135135135137
Software Engineer,35,10,2,1,1,Unsatisfied,4,2.0,3,0.2857142857142857
Software Engineer,51,2,2,3,1,Satisfied,5,,3,0.0392156862745098
Sales,56,12,4,2,0,Unsatisfied,3,1.0,1,0.21428571428571427
Sales,59,4,1,2,0,Unsatisfied,3,1.0,2,0.06779661016949153
Data Scientist,28,12,3,1,0,Unsatisfied,1,2.0,3,0.42857142857142855
Designer,51,14,2,2,1,Neutral,5,2.0,2,0.27450980392156865
Project Manager,45,6,1,2,1,Satisfied,2,1.0,2,0.13333333333333333
Designer,23,3,4,3,1,Unsatisfied,2,2.0,3,0.13043478260869565
Data Scientist,34,9,2,3,1,Neutral,4,1.0,2,0.2647058823529412
Designer,34,9,3,2,1,Unsatisfied,3,,3,0.2647058823529412
Software Engineer,31,6,5,3,1,Satisfied,4,,1,0.1935483870967742
Designer,35,3,3,2,0,Satisfied,1,1.0,2,0.08571428571428572
Marketing,32,5,5,1,1,Satisfied,2,1.0,2,0.15625
Software Engineer,45,4,4,2,0,Satisfied,4,2.0,3,0.08888888888888889
HR,45,10,4,3,0,Unsatisfied,5,2.0,1,0.2222222222222222
Project Manager,37,7,5,1,1,Satisfied,2,1.0,1,0.1891891891891892
Sales,41,12,3,2,0,Satisfied,3,,2,0.2926829268292683
Designer,59,11,1,2,0,Satisfied,3,2.0,2,0.1864406779661017
Marketing,32,2,3,3,0,Satisfied,2,,3,0.0625
Marketing,40,4,5,2,1,Unsatisfied,4,,2,0.1
Software Engineer,39,14,2,3,1,Satisfied,2,,1,0.358974358974359
HR,60,12,1,2,0,Satisfied,2,1.0,1,0.2
Designer,28,0,4,2,0,Satisfied,2,1.0,3,0.0
HR,32,9,1,2,0,Unsatisfied,5,2.0,2,0.28125
HR,56,11,2,3,1,Satisfied,4,1.0,3,0.19642857142857142
Project Manager,23,0,1,3,1,Satisfied,1,2.0,1,0.0
Sales,51,1,4,1,0,Unsatisfied,5,,1,0.0196078431372549
Data Scientist,32,11,3,2,1,Neutral,5,2.0,3,0.34375
Designer,35,12,5,2,0,Unsatisfied,2,,1,0.34285714285714286
Data Scientist,54,7,5,2,0,Satisfied,1,2.0,2,0.12962962962962962
Data Scientist,44,4,2,3,0,Satisfied,4,,2,0.09090909090909091
Designer,36,2,1,1,1,Unsatisfied,4,2.0,2,0.05555555555555555
Marketing,24,5,1,2,1,Satisfied,3,1.0,1,0.20833333333333334
Software Engineer,24,9,2,1,0,Unsatisfied,5,2.0,1,0.375
Designer,32,5,3,1,0,Neutral,4,,3,0.15625
Software Engineer,21,3,5,2,0,Neutral,1,,3,0.14285714285714285
HR,20,4,5,2,1,Neutral,1,1.0,3,0.2
Data Scientist,59,14,2,3,1,Neutral,1,1.0,1,0.23728813559322035
Project Manager,44,4,1,3,1,Unsatisfied,1,,3,0.09090909090909091
