Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP0399,Designer,28,13,2,2,0,Neutral,5,2.0,3
EMP0400,Data Scientist,22,6,5,3,1,Satisfied,3,1.0,3
EMP0401,HR,58,14,4,3,1,Neutral,2,2.0,1
EMP0402,Project Manager,39,0,4,1,0,Satisfied,1,2.0,2
EMP0403,Data Scientist,35,15,2,1,0,Neutral,2,1.0,1
EMP0404,Designer,56,3,3,3,1,Unsatisfied,1,1.0,1
EMP0405,Data Scientist,29,13,4,2,0,Unsatisfied,1,2.0,2
EMP0406,HR,24,0,4,3,0,Neutral,1,,3
EMP0407,Project Manager,60,4,3,3,1,Satisfied,3,,2
EMP0408,HR,31,9,4,1,0,Satisfied,1,2.0,1
EMP0409,Data Scientist,50,10,1,1,0,Satisfied,5,1.0,1
EMP0410,Project Manager,27,14,2,2,0,Unsatisfied,3,1.0,3
EMP0411,Software Engineer,43,3,2,2,0,Unsatisfied,4,2.0,3
EMP0412,Designer,30,3,5,2,1,Unsatisfied,2,2.0,3
EMP0413,Sales,26,15,1,2,1,Neutral,3,,2
EMP0414,Project Manager,47,7,1,2,0,Satisfied,1,1.0,2
EMP0415,Data Scientist,56,14,3,2,0,Satisfied,5,2.0,1
EMP0416,Sales,30,15,4,1,0,Satisfied,5,,1
EMP0417,Sales,26,12,4,3,0,Unsatisfied,3,2.0,3
EMP0418,HR,47,10,2,2,0,Unsatisfied,5,2.0,1
EMP0419,HR,38,7,4,3,0,Neutral,4,1.0,3
EMP0420,Marketing,49,0,2,2,1,Neutral,1,2.0,1
EMP0421,HR,49,0,1,2,1,Satisfied,2,1.0,1
EMP0422,Marketing,37,11,1,2,1,Satisfied,3,,3
EMP0423,Project Manager,24,13,2,3,0,Unsatisfied,4,,2
EMP0424,Marketing,53,0,5,2,1,Neutral,1,2.0,1
EMP0425,Sales,33,14,2,2,1,Neutral,5,1.0,3
EMP0426,Software Engineer,41,13,1,2,1,Neutral,1,2.0,2
EMP0427,Sales,31,15,2,1,1,Neutral,3,1.0,2
EMP0428,Sales,29,4,4,1,1,Satisfied,5,,2
EMP0429,Project Manager,33,7,1,3,1,Neutral,1,2.0,2
EMP0430,Sales,58,8,5,3,1,Satisfied,5,2.0,1
EMP0431,Project Manager,42,12,3,3,1,Unsatisfied,2,,2
EMP0432,Marketing,23,15,3,3,0,Unsatisfied,1,2.0,1
EMP0433,Project Manager,28,4,5,3,1,Neutral,2,1.0,1
EMP0434,Designer,41,10,2,1,0,Neutral,1,,1
EMP0435,Data Scientist,33,9,5,3,1,Satisfied,2,2.0,1
EMP0436,Marketing,46,13,2,2,1,Satisfied,3,2.0,3
EMP0437,HR,25,9,4,3,0,Unsatisfied,1,1.0,3
EMP0438,Project Manager,55,1,2,2,1,Neutral,1,1.0,3
EMP0439,Sales,53,4,4,3,1,Satisfied,3,2.0,2
EMP0440,Software Engineer,47,10,1,2,0,Neutral,1,,2
EMP0441,Data Scientist,35,14,2,1,0,Satisfied,4,2.0,3
EMP0442,HR,39,8,4,1,1,Neutral,5,1.0,1
EMP0443,Designer,34,12,1,3,1,Unsatisfied,5,,2
EMP0444,HR,27,9,5,3,0,Unsatisfied,1,1.0,1
EMP0445,Software Engineer,22,4,3,1,0,Neutral,4,,1
EMP0446,Designer,48,1,2,1,1,Unsatisfied,1,2.0,3
EMP0447,Sales,52,3,5,1,0,Unsatisfied,3,2.0,1
EMP0448,Project Manager,40,5,3,2,0,Satisfied,2,1.0,1
EMP0449,HR,41,7,1,1,0,Unsatisfied,5,,2
EMP0450,Project Manager,56,15,1,3,1,Unsatisfied,4,,1
EMP0451,Data Scientist,57,9,5,1,1,Satisfied,5,1.0,3
EMP0452,Data Scientist,36,5,3,3,0,Satisfied,5,2.0,3
EMP0453,Data Scientist,32,5,4,1,1,Unsatisfied,1,2.0,2
EMP0454,Marketing,32,7,4,2,0,Unsatisfied,3,1.0,3
EMP0455,Data Scientist,58,14,3,1,0,Satisfied,4,,2
EMP0456,Sales,59,15,4,1,0,Satisfied,1,2.0,1
EMP0457,HR,22,3,3,2,1,Neutral,5,1.0,1
EMP0458,Sales,49,10,2,2,1,Unsatisfied,3,,2
EMP0459,Marketing,42,14,3,3,0,Satisfied,3,2.0,1
EMP0460,Sales,20,5,5,1,1,Unsatisfied,3,,2
EMP0461,Project Manager,22,5,2,2,0,Satisfied,2,,1
EMP0462,Designer,48,1,5,2,0,Neutral,2,,3
EMP0463,Designer,20,1,1,3,0,Satisfied,3,,2
EMP0464,HR,24,8,3,1,0,Satisfied,5,2.0,1
EMP0465,Sales,22,9,4,3,1,Unsatisfied,2,,1
EMP0466,Marketing,58,4,1,3,0,Unsatisfied,2,,2
EMP0467,Project Manager,58,2,2,2,1,Neutral,2,,2
EMP0468,Project Manager,27,9,1,2,1,Satisfied,1,1.0,1
EMP0469,HR,40,13,1,1,1,Satisfied,1,1.0,2
EMP0470,Sales,24,14,4,1,1,Unsatisfied,3,2.0,1
EMP0471,Sales,43,7,2,1,0,Neutral,2,2.0,3
EMP0472,HR,50,9,2,3,0,Neutral,2,2.0,2
EMP0473,Designer,30,14,3,2,1,Satisfied,1,1.0,2
EMP0474,Sales,35,15,2,2,0,Unsatisfied,2,,1
EMP0475,Marketing,37,13,2,1,1,Satisfied,5,,1
EMP0476,Project Manager,51,9,3,1,1,Satisfied,5,1.0,1
EMP0477,Marketing,54,11,2,1,0,Unsatisfied,4,2.0,2
EMP0478,Designer,58,15,4,3,0,Satisfied,2,,3
EMP0479,Sales,36,1,1,1,1,Unsatisfied,5,,3
EMP0480,Project Manager,53,10,4,1,1,Unsatisfied,1,1.0,1
EMP0481,Software Engineer,56,12,2,3,0,Neutral,5,2.0,2
EMP0482,Sales,27,4,2,2,1,Unsatisfied,1,1.0,1
EMP0483,Marketing,20,11,3,2,1,Neutral,3,1.0,1
EMP0484,Project Manager,25,14,2,1,0,Satisfied,3,1.0,2
EMP0485,Data Scientist,33,14,1,1,0,Satisfied,5,,2
EMP0486,Software Engineer,35,5,5,1,0,Neutral,2,1.0,1
EMP0487,Project Manager,34,4,1,1,0,Neutral,4,1.0,3
EMP0488,Designer,21,5,1,1,0,Neutral,4,,1
EMP0489,Sales,21,2,3,1,1,Unsatisfied,1,2.0,1
EMP0490,Designer,29,8,5,2,1,Unsatisfied,3,,3
EMP0491,Project Manager,33,5,2,3,0,Satisfied,5,,3
EMP0492,Sales,42,11,4,3,1,Neutral,3,1.0,1
EMP0493,Designer,38,7,1,2,1,Neutral,3,1.0,2
EMP0494,Marketing,40,4,1,3,1,Unsatisfied,5,,2
EMP0495,Software Engineer,24,4,4,2,0,Neutral,5,2.0,3
EMP0496,HR,28,4,2,1,1,Neutral,2,,2
EMP0497,Designer,57,7,4,2,1,Unsatisfied,3,1.0,3
EMP0498,Data Scientist,41,13,4,1,1,Neutral,2,2.0,3
EMP0499,Software Engineer,40,13,4,1,0,Unsatisfied,5,2.0,1
EMP0500,Project Manager,47,3,3,2,1,Neutral,3,2.0,2
EMP0501,Data Scientist,53,2,5,1,0,Unsatisfied,1,,3
EMP0502,Data Scientist,27,13,1,3,0,Unsatisfied,5,1.0,2
EMP0503,Software Engineer,33,13,3,3,0,Unsatisfied,2,,2
EMP0504,Sales,50,3,3,1,0,Satisfied,5,2.0,2
EMP0505,Software Engineer,40,5,3,1,0,Neutral,4,2.0,2
EMP0506,Software Engineer,56,8,4,2,0,Satisfied,4,2.0,2
EMP0507,Sales,29,15,1,1,1,Satisfied,5,,1
EMP0508,Designer,27,1,1,2,0,Unsatisfied,2,,2
EMP0509,HR,55,11,1,2,1,Neutral,5,2.0,3
EMP0510,Sales,28,14,2,2,0,Neutral,1,1.0,1
EMP0511,HR,59,12,4,1,1,Satisfied,4,1.0,1
EMP0512,Designer,40,1,2,3,1,Satisfied,5,2.0,2
EMP0513,Marketing,38,13,3,1,1,Neutral,5,2.0,2
EMP0514,Data Scientist,37,13,4,2,1,Unsatisfied,3,,3
EMP0515,Project Manager,36,0,1,2,1,Unsatisfied,5,,2
EMP0516,Designer,55,11,1,1,0,Neutral,5,,1
EMP0517,HR,47,10,2,1,1,Neutral,3,2.0,3
EMP0518,Data Scientist,51,14,4,2,0,Neutral,5,1.0,3
EMP0519,Project Manager,42,14,5,1,1,Satisfied,4,1.0,1
EMP0520,Designer,45,6,3,3,1,Neutral,4,2.0,2
EMP0521,HR,46,4,5,1,1,Unsatisfied,3,2.0,1
EMP0522,Data Scientist,60,0,1,2,1,Neutral,4,2.0,2
EMP0523,Software Engineer,45,2,3,2,0,Unsatisfied,5,2.0,3
EMP0524,Project Manager,33,11,2,2,1,Satisfied,3,1.0,1
EMP0525,Designer,44,2,2,2,0,Unsatisfied,4,,2
EMP0526,Software Engineer,24,0,2,1,1,Unsatisfied,1,1.0,1
EMP0527,Project Manager,28,4,3,3,1,Unsatisfied,5,1.0,3
EMP0528,Software Engineer,56,1,3,2,0,Unsatisfied,3,1.0,3
EMP0529,Project Manager,22,5,2,2,1,Satisfied,1,2.0,1
EMP0530,Marketing,34,4,3,3,0,Satisfied,5,1.0,2
EMP0531,Software Engineer,34,1,3,3,0,Unsatisfied,3,2.0,3
EMP0532,Designer,55,8,1,3,1,Unsatisfied,5,2.0,1
EMP0533,Designer,20,15,3,2,0,Satisfied,5,,1
EMP0534,Sales,53,7,3,1,0,Unsatisfied,1,,2
EMP0535,Marketing,31,3,5,3,1,Unsatisfied,5,2.0,2
EMP0536,Software Engineer,51,10,1,3,1,Neutral,4,1.0,1
EMP0537,Marketing,33,3,5,2,1,Neutral,1,2.0,2
EMP0538,HR,46,0,3,2,1,Unsatisfied,3,2.0,1
EMP0539,Marketing,32,4,3,1,0,Satisfied,3,,3
EMP0540,Project Manager,25,11,4,3,0,Neutral,1,2.0,2
EMP0541,Marketing,43,14,2,3,0,Neutral,4,2.0,1
EMP0542,Data Scientist,42,1,4,2,0,Unsatisfied,3,1.0,2
EMP0543,Data Scientist,49,10,5,2,0,Satisfied,5,1.0,3
EMP0544,Designer,50,2,3,2,0,Unsatisfied,5,,2
EMP0545,Software Engineer,44,6,1,1,1,Unsatisfied,3,2.0,1
EMP0546,HR,32,6,4,1,1,Unsatisfied,2,1.0,3
EMP0547,Designer,51,3,3,2,1,Satisfied,5,,1
EMP0548,Marketing,51,6,3,2,1,Unsatisfied,5,1.0,2
EMP0549,Designer,55,8,4,2,1,Unsatisfied,4,,2
EMP0550,Project Manager,26,12,3,3,1,Neutral,3,2.0,1
EMP0551,Designer,58,12,2,3,1,Unsatisfied,1,2.0,3
EMP0552,Sales,44,6,3,3,0,Satisfied,1,1.0,1
EMP0553,HR,39,11,4,3,1,Satisfied,1,2.0,1
EMP0554,Project Manager,39,0,4,3,0,Neutral,3,1.0,3
EMP0555,Project Manager,45,1,5,1,1,Unsatisfied,2,1.0,3
EMP0556,HR,57,13,4,3,0,Satisfied,5,2.0,1
EMP0557,Designer,48,4,1,1,1,Neutral,3,,3
EMP0558,Sales,30,2,3,1,1,Unsatisfied,3,,1
EMP0559,HR,27,11,3,2,0,Satisfied,4,1.0,1
EMP0560,Software Engineer,25,9,5,2,1,Neutral,1,1.0,2
EMP0561,Project Manager,25,14,5,3,1,Unsatisfied,4,2.0,1
EMP0562,HR,39,9,2,2,1,Satisfied,4,1.0,3
EMP0563,Sales,31,6,5,1,0,Unsatisfied,5,1.0,3
EMP0564,Software Engineer,23,6,2,3,1,Neutral,1,1.0,1
EMP0565,Sales,39,9,4,1,0,Satisfied,1,,1
EMP0566,Project Manager,39,10,2,3,0,Satisfied,5,2.0,3
EMP0567,Sales,27,11,1,2,1,Satisfied,1,,1
EMP0568,HR,45,12,5,3,1,Satisfied,4,,2
EMP0569,Project Manager,23,0,5,3,1,Neutral,4,,3
EMP0570,Software Engineer,39,3,1,3,1,Unsatisfied,2,2.0,3
EMP0571,Designer,27,6,2,3,1,Satisfied,2,1.0,2
EMP0572,Sales,27,8,3,2,0,Satisfied,3,2.0,3
EMP0573,Software Engineer,33,5,1,2,1,Unsatisfied,4,,3
EMP0574,Marketing,44,8,2,2,0,Neutral,1,,1
EMP0575,Software Engineer,45,0,4,2,1,Satisfied,3,,3
EMP0576,Project Manager,46,6,2,2,1,Satisfied,4,,2
EMP0577,Designer,40,0,3,3,1,Unsatisfied,5,,3
EMP0578,Sales,25,10,4,3,0,Satisfied,4,1.0,2
EMP0579,Project Manager,29,4,3,1,0,Unsatisfied,1,,1
EMP0580,HR,22,13,4,1,0,Neutral,4,1.0,1
EMP0581,Marketing,27,3,5,3,1,Satisfied,5,2.0,2
EMP0582,Marketing,59,2,5,2,1,Unsatisfied,3,2.0,2
EMP0583,HR,57,10,1,2,1,Unsatisfied,4,1.0,2
EMP0584,HR,34,0,1,2,0,Neutral,1,,1
EMP0585,Data Scientist,20,2,1,1,0,Neutral,4,,1
EMP0586,Sales,20,5,3,1,0,Neutral,1,2.0,3
EMP0587,Sales,57,14,5,1,1,Unsatisfied,2,2.0,1
EMP0588,Software Engineer,53,2,3,1,0,Satisfied,2,2.0,2
EMP0589,Designer,24,8,5,2,0,Satisfied,5,1.0,3
EMP0590,Designer,40,15,4,1,0,Satisfied,2,1.0,2
EMP0591,Project Manager,49,11,5,1,0,Unsatisfied,4,2.0,2
EMP0592,Marketing,44,14,3,2,1,Neutral,5,1.0,2
EMP0593,Sales,53,13,2,2,1,Unsatisfied,3,2.0,3
EMP0594,Project Manager,28,0,5,3,1,Neutral,3,,3
EMP0595,Sales,53,7,1,3,0,Unsatisfied,3,2.0,1
EMP0596,Designer,54,9,2,2,1,Unsatisfied,1,,3
EMP0597,Designer,23,10,5,1,0,Unsatisfied,5,1.0,3
EMP0598,HR,45,12,4,3,0,Unsatisfied,4,2.0,1
EMP0599,Marketing,59,5,5,2,1,Neutral,3,2.0,3
EMP0600,Software Engineer,20,1,1,1,1,Neutral,5,1.0,1
EMP0601,Designer,26,11,1,1,1,Neutral,1,2.0,3
EMP0602,Marketing,47,6,3,3,0,Neutral,1,,1
EMP0603,Project Manager,37,3,1,2,0,Satisfied,1,1.0,1
EMP0604,Data Scientist,25,10,3,3,1,Satisfied,3,1.0,2
EMP0605,Sales,38,11,4,3,0,Satisfied,3,1.0,2
EMP0606,Sales,23,0,1,3,1,Unsatisfied,4,2.0,2
EMP0607,Designer,49,13,5,1,1,Satisfied,4,,2
EMP0608,Sales,44,6,3,3,0,Neutral,2,,2
EMP0609,Marketing,34,13,3,3,1,Unsatisfied,1,1.0,3
EMP0610,Software Engineer,36,2,5,2,1,Satisfied,5,1.0,3
EMP0611,Marketing,44,15,4,3,1,Unsatisfied,3,1.0,1
EMP0612,HR,27,10,3,2,0,Neutral,1,2.0,1
EMP0613,Marketing,54,15,4,2,0,Satisfied,3,,2
EMP0614,Sales,46,9,2,3,1,Unsatisfied,4,,1
EMP0615,Sales,60,11,4,2,0,Unsatisfied,3,2.0,3
EMP0616,Sales,27,15,3,2,0,Unsatisfied,4,,1
EMP0617,Marketing,45,7,1,2,0,Satisfied,2,,1
EMP0618,Sales,36,13,4,3,0,Unsatisfied,4,1.0,2
EMP0619,Software Engineer,42,14,2,1,0,Satisfied,4,2.0,2
EMP0620,HR,27,1,5,3,0,Unsatisfied,4,1.0,1
EMP0621,Software Engineer,28,5,3,3,0,Neutral,3,,1
EMP0622,Project Manager,56,15,5,1,1,Unsatisfied,1,1.0,1
EMP0623,Designer,22,11,5,2,0,Neutral,5,,1
EMP0624,Designer,23,5,5,3,1,Unsatisfied,1,,3
EMP0625,HR,53,2,4,3,1,Satisfied,2,1.0,1
EMP0626,Project Manager,38,6,1,1,0,Unsatisfied,1,,1
EMP0627,Software Engineer,47,8,2,2,1,Satisfied,3,,3
EMP0628,Marketing,51,14,1,1,1,Unsatisfied,1,2.0,3
EMP0629,Data Scientist,48,6,1,3,1,Satisfied,3,2.0,2
EMP0630,Designer,28,13,4,1,1,Unsatisfied,4,,2
EMP0631,Project Manager,49,14,5,1,0,Satisfied,4,1.0,1
EMP0632,Designer,56,1,2,2,1,Unsatisfied,4,,2
EMP0633,Sales,38,1,3,3,1,Unsatisfied,3,,1
EMP0634,Marketing,46,0,3,1,0,Neutral,1,1.0,3
EMP0635,Project Manager,32,3,1,3,0,Unsatisfied,3,2.0,2
EMP0636,Software Engineer,52,1,2,3,0,Neutral,2,2.0,2
EMP0637,Sales,48,13,1,1,1,Unsatisfied,3,,3
EMP0638,Software Engineer,38,0,3,3,0,Unsatisfied,4,1.0,3
EMP0639,Software Engineer,25,2,3,3,1,Satisfied,1,2.0,3
EMP0640,Sales,27,10,5,1,1,Satisfied,2,,1
EMP0641,Data Scientist,28,3,2,3,0,Unsatisfied,5,,1
EMP0642,Designer,36,6,5,1,1,Satisfied,1,2.0,1
EMP0643,Marketing,53,3,1,2,1,Neutral,4,,1
EMP0644,Project Manager,54,15,3,2,1,Satisfied,2,,3
EMP0645,Sales,39,3,3,2,1,Satisfied,5,1.0,2
EMP0646,Designer,47,8,1,2,1,Unsatisfied,5,,2
EMP0647,HR,60,1,3,3,1,Satisfied,4,,3
EMP0648,Designer,37,1,3,1,0,Satisfied,4,1.0,3
EMP0649,Marketing,33,10,3,1,0,Satisfied,5,1.0,3
EMP0650,Sales,27,13,5,1,0,Satisfied,3,1.0,3
EMP0651,Software Engineer,39,6,4,1,1,Unsatisfied,5,2.0,2
EMP0652,HR,45,0,2,2,1,Satisfied,5,1.0,1
EMP0653,Project Manager,57,5,1,1,0,Unsatisfied,4,2.0,2
EMP0654,Data Scientist,27,9,3,3,1,Neutral,5,2.0,3
EMP0655,Software Engineer,44,5,2,3,1,Satisfied,1,1.0,1
EMP0656,Designer,25,3,5,3,1,Neutral,4,,2
EMP0657,Software Engineer,46,5,1,2,0,Unsatisfied,4,2.0,3
EMP0658,Marketing,51,12,1,1,1,Neutral,2,,1
EMP0659,HR,55,5,5,1,1,Satisfied,4,1.0,3
EMP0660,Software Engineer,54,14,4,3,1,Neutral,3,2.0,3
EMP0661,Software Engineer,34,11,3,3,1,Satisfied,3,,1
EMP0662,Designer,32,9,1,1,1,Satisfied,1,,2
EMP0663,Software Engineer,23,10,5,1,0,Satisfied,5,2.0,3
EMP0664,Sales,22,8,1,3,0,Unsatisfied,5,2.0,3
EMP0665,Marketing,36,2,1,3,1,Unsatisfied,3,2.0,1
EMP0666,Project Manager,50,3,5,1,0,Neutral,1,1.0,1
EMP0667,HR,36,13,5,3,1,Neutral,2,1.0,3
EMP0668,Data Scientist,39,13,4,2,0,Neutral,3,1.0,3
EMP0669,Sales,32,15,5,2,1,Unsatisfied,4,1.0,3
EMP0670,Marketing,53,10,2,1,0,Neutral,2,2.0,3
EMP0671,Software Engineer,57,12,5,2,1,Unsatisfied,4,1.0,3
EMP0672,Designer,25,12,4,3,1,Satisfied,2,1.0,1
EMP0673,Sales,25,6,3,2,1,Unsatisfied,1,,1
EMP0674,Sales,25,7,2,1,0,Neutral,2,1.0,1
EMP0675,HR,52,3,4,3,0,Satisfied,2,2.0,1
EMP0676,Sales,44,15,2,2,1,Unsatisfied,2,2.0,2
EMP0677,Sales,27,7,1,3,0,Neutral,5,2.0,2
EMP0678,Software Engineer,37,15,2,2,1,Neutral,3,1.0,1
EMP0679,HR,39,15,3,2,1,Satisfied,3,,2
EMP0680,Data Scientist,40,7,4,2,0,Unsatisfied,1,1.0,2
EMP0681,Project Manager,60,5,5,3,0,Satisfied,3,2.0,1
EMP0682,Data Scientist,53,15,4,2,1,Neutral,4,2.0,2
EMP0683,Sales,35,8,5,2,1,Satisfied,4,,1
EMP0684,Sales,44,0,4,2,0,Neutral,2,,2
EMP0685,Data Scientist,60,5,1,2,0,Satisfied,2,,3
EMP0686,Sales,27,14,2,3,1,Unsatisfied,4,,2
EMP0687,Data Scientist,39,1,4,1,0,Unsatisfied,2,1.0,3
EMP0688,Data Scientist,31,1,3,1,0,Satisfied,1,2.0,2
EMP0689,Marketing,25,0,4,3,1,Neutral,2,2.0,2
EMP0690,Software Engineer,21,10,1,2,1,Satisfied,4,1.0,3
EMP0691,Marketing,49,7,3,2,1,Satisfied,3,,3
EMP0692,Designer,54,10,3,1,0,Neutral,5,2.0,1
EMP0693,HR,56,6,5,2,0,Unsatisfied,3,2.0,2
EMP0694,HR,57,6,5,1,1,Unsatisfied,1,2.0,2
EMP0695,Software Engineer,43,1,3,1,1,Unsatisfied,1,1.0,1
EMP0696,Marketing,59,9,5,2,0,Neutral,3,,1
EMP0697,HR,44,4,1,2,0,Satisfied,1,1.0,1
EMP0698,Project Manager,24,13,1,3,0,Neutral,2,1.0,1
EMP0699,Designer,60,12,3,2,0,Unsatisfied,5,2.0,3
EMP0700,Data Scientist,28,6,3,3,0,Satisfied,5,1.0,3
EMP0701,Designer,42,15,3,2,0,Satisfied,3,2.0,1
EMP0702,Designer,26,9,2,3,0,Neutral,3,,2
EMP0703,HR,28,12,1,2,1,Unsatisfied,1,1.0,1
EMP0704,Project Manager,45,4,1,2,1,Neutral,4,,2
EMP0705,Marketing,37,2,2,1,0,Satisfied,3,,3
EMP0706,Designer,31,12,3,1,1,Satisfied,2,,2
EMP0707,Software Engineer,22,10,2,2,0,Neutral,4,,2
EMP0708,Project Manager,48,0,4,2,1,Unsatisfied,1,1.0,2
EMP0709,Designer,55,9,3,1,0,Neutral,4,,2
EMP0710,Project Manager,60,15,4,3,1,Satisfied,1,,3
EMP0711,HR,40,12,3,3,0,Satisfied,5,,2
EMP0712,Software Engineer,30,9,4,1,1,Neutral,4,2.0,1
EMP0713,Designer,54,9,3,3,0,Neutral,3,1.0,1
EMP0714,Sales,44,7,1,3,0,Neutral,5,2.0,1
EMP0715,Software Engineer,43,5,5,2,1,Satisfied,5,,2
EMP0716,Designer,35,7,4,3,1,Unsatisfied,5,2.0,3
EMP0717,Software Engineer,27,0,1,3,0,Unsatisfied,3,,2
EMP0718,Software Engineer,57,14,3,2,0,Neutral,1,1.0,2
EMP0719,Data Scientist,35,9,2,3,1,Satisfied,3,,1
EMP0720,Designer,26,6,5,1,1,Satisfied,1,,2
EMP0721,Designer,38,8,2,2,1,Unsatisfied,4,1.0,3
EMP0722,HR,54,14,5,1,0,Neutral,1,,2
EMP0723,Marketing,37,13,4,2,1,Neutral,5,,3
EMP0724,Software Engineer,35,10,2,1,1,Unsatisfied,4,2.0,3
EMP0725,Software Engineer,51,2,2,3,1,Satisfied,5,,3
EMP0726,Sales,56,12,4,2,0,Unsatisfied,3,1.0,1
EMP0727,Sales,59,4,1,2,0,Unsatisfied,3,1.0,2
EMP0728,Data Scientist,28,12,3,1,0,Unsatisfied,1,2.0,3
EMP0729,Designer,51,14,2,2,1,Neutral,5,2.0,2
EMP0730,Project Manager,45,6,1,2,1,Satisfied,2,1.0,2
EMP0731,Designer,23,3,4,3,1,Unsatisfied,2,2.0,3
EMP0732,Data Scientist,34,9,2,3,1,Neutral,4,1.0,2
EMP0733,Designer,34,9,3,2,1,Unsatisfied,3,,3
EMP0734,Software Engineer,31,6,5,3,1,Satisfied,4,,1
EMP0735,Designer,35,3,3,2,0,Satisfied,1,1.0,2
EMP0736,Marketing,32,5,5,1,1,Satisfied,2,1.0,2
EMP0737,Software Engineer,45,4,4,2,0,Satisfied,4,2.0,3
EMP0738,HR,45,10,4,3,0,Unsatisfied,5,2.0,1
EMP0739,Project Manager,37,7,5,1,1,Satisfied,2,1.0,1
EMP0740,Sales,41,12,3,2,0,Satisfied,3,,2
EMP0741,Designer,59,11,1,2,0,Satisfied,3,2.0,2
EMP0742,Marketing,32,2,3,3,0,Satisfied,2,,3
EMP0743,Marketing,40,4,5,2,1,Unsatisfied,4,,2
EMP0744,Software Engineer,39,14,2,3,1,Satisfied,2,,1
EMP0745,HR,60,12,1,2,0,Satisfied,2,1.0,1
EMP0746,Designer,28,0,4,2,0,Satisfied,2,1.0,3
EMP0747,HR,32,9,1,2,0,Unsatisfied,5,2.0,2
EMP0748,HR,56,11,2,3,1,Satisfied,4,1.0,3
EMP0749,Project Manager,23,0,1,3,1,Satisfied,1,2.0,1
EMP0750,Sales,51,1,4,1,0,Unsatisfied,5,,1
EMP0751,Data Scientist,32,11,3,2,1,Neutral,5,2.0,3
EMP0752,Designer,35,12,5,2,0,Unsatisfied,2,,1
EMP0753,Data Scientist,54,7,5,2,0,Satisfied,1,2.0,2
EMP0754,Data Scientist,44,4,2,3,0,Satisfied,4,,2
EMP0755,Designer,36,2,1,1,1,Unsatisfied,4,2.0,2
EMP0756,Marketing,24,5,1,2,1,Satisfied,3,1.0,1
EMP0757,Software Engineer,24,9,2,1,0,Unsatisfied,5,2.0,1
EMP0758,Designer,32,5,3,1,0,Neutral,4,,3
EMP0759,Software Engineer,21,3,5,2,0,Neutral,1,,3
EMP0760,HR,20,4,5,2,1,Neutral,1,1.0,3
EMP0761,Data Scientist,59,14,2,3,1,Neutral,1,1.0,1
EMP0762,Project Manager,44,4,1,3,1,Unsatisfied,1,,3
EMP0763,Marketing,57,0,3,1,1,Neutral,5,1.0,2
EMP0764,Software Engineer,56,7,1,2,1,Neutral,4,1.0,1
EMP0765,Software Engineer,51,0,1,2,1,Neutral,3,,1
EMP0766,Designer,23,15,2,3,1,Neutral,1,,2
EMP0767,Marketing,34,8,5,1,0,Satisfied,1,1.0,2
EMP0768,Marketing,45,0,2,2,1,Neutral,3,2.0,3
EMP0769,Software Engineer,50,0,4,1,1,Satisfied,1,1.0,3
EMP0770,Project Manager,27,6,5,2,0,Neutral,5,2.0,3
EMP0771,Marketing,60,12,4,1,1,Neutral,1,2.0,3
EMP0772,Designer,45,9,1,2,0,Satisfied,2,1.0,3
EMP0773,Marketing,41,6,3,1,0,Satisfied,1,2.0,3
EMP0774,Project Manager,25,5,1,2,1,Unsatisfied,3,2.0,1
EMP0775,Project Manager,40,1,2,3,0,Unsatisfied,3,2.0,3
EMP0776,Sales,58,10,1,2,1,Satisfied,2,1.0,2
EMP0777,Designer,36,7,5,2,1,Unsatisfied,5,,2
EMP0778,Marketing,38,6,2,2,0,Satisfied,4,2.0,1
EMP0779,Project Manager,21,15,5,2,1,Neutral,4,1.0,1
EMP0780,Designer,59,15,3,3,1,Unsatisfied,1,2.0,1
EMP0781,Designer,47,0,2,3,1,Satisfied,5,2.0,1
EMP0782,HR,21,1,3,3,0,Neutral,5,,3
EMP0783,Data Scientist,26,8,1,1,1,Satisfied,4,2.0,1
EMP0784,Project Manager,58,7,2,2,0,Unsatisfied,3,2.0,3
EMP0785,Software Engineer,42,7,3,3,0,Satisfied,3,,1
EMP0786,HR,30,8,3,1,1,Neutral,2,,3
EMP0787,HR,46,0,4,2,0,Satisfied,2,1.0,1
EMP0788,Marketing,48,5,3,3,1,Neutral,5,2.0,2
EMP0789,Designer,38,0,2,2,1,Satisfied,4,2.0,1
EMP0790,Data Scientist,26,8,5,1,1,Satisfied,2,1.0,2
EMP0791,Data Scientist,59,10,5,2,0,Neutral,1,,1
EMP0792,Marketing,24,11,1,2,1,Unsatisfied,2,,3
EMP0793,Data Scientist,50,12,1,3,0,Satisfied,5,2.0,2
EMP0794,Marketing,53,3,2,3,0,Neutral,3,2.0,2
EMP0795,Sales,48,1,5,1,1,Satisfied,1,2.0,1
EMP0796,Software Engineer,39,13,4,1,0,Unsatisfied,1,2.0,2
EMP0797,Software Engineer,42,10,3,1,0,Unsatisfied,4,,3
EMP0798,Data Scientist,50,1,4,2,1,Unsatisfied,1,,3
EMP0799,Data Scientist,59,6,4,3,1,Satisfied,4,,3
EMP0800,Marketing,20,8,1,1,1,Unsatisfied,3,2.0,1
